customer_id,name,age,gender,city,income,transaction_id,product_id,amount,payment_mode,date,purchased,days_since_last_purchase,transaction_id_num,product_id_num,purchase_per_day,income_log,amount_log,income_power,amount_power,income_bin,frequent_buyer
825.0,Isha,57.0,Male,Mumbai,39457.0,T00016,P005,1121.0,Cash,2025-02-23,1,311,16,5,3.592948717948718,10.582992094054914,7.022868086082641,-0.7436751215051772,-0.2947475178255507,Low,0
558.0,Kabir,38.39113835551623,Male,Delhi,60397.0,T00020,P002,1375.0,Cash,2025-07-09,1,175,20,2,7.8125,11.008711270791892,7.226936018493289,0.17486093403382785,-0.019460591850978017,Low,0
978.0,Riya,57.0,Female,Pune,43247.0,T00021,P001,437.0,Debit Card,2025-02-22,0,312,21,1,1.3961661341853036,10.674706268516228,6.082218910376446,-0.5393832319933224,-1.38354272720948,Low,0
446.0,Riya,38.427151495588994,Male,Mumbai,32185.0,T00022,P002,2364.0,Credit Card,2025-09-09,1,113,22,2,20.736842105263158,10.37928685437844,7.768533300926033,-1.2105323557160974,0.7897699195095326,Low,1
493.0,Diya,58.0,Female,Pune,58044.0,T00023,P002,2162.0,UPI,2025-10-28,1,64,23,2,33.261538461538464,10.968973850772135,7.679251425953058,0.09227182671258473,0.6480286843751596,Low,1
225.0,Diya,18.0,Male,Surat,87563.0,T00025,P003,2795.0,Cash,2025-03-04,1,302,25,3,9.224422442244224,11.38012523355362,7.935945103353701,0.9170104740141,1.0650084707554577,Low,1
543.0,Kabir,28.0,Female,Bangalore,595040.0,T00026,P001,491.0,Cash,2025-06-12,0,202,26,1,2.41871921182266,13.296385589716776,6.198478716492308,4.00627737184033,-1.2635697102165593,High,0
208.0,Vivaan,58.0,Male,Surat,72251.0,T00028,P005,2282.0,Debit Card,2025-07-20,1,164,28,5,13.83030303030303,11.187915287252448,7.733245646529795,0.5395662802926813,0.7333365158381477,Low,1
154.0,Isha,25.0,Female,Kolkata,98603.0,T00029,P002,602.0,Debit Card,2025-03-03,0,303,29,2,1.980263157894737,11.498867107719189,6.401917196727186,1.1433035948871748,-1.0442843461400693,Low,0
470.0,Kabir,41.0,Male,Delhi,83335.0,T00030,P006,2873.0,Credit Card,2025-02-04,1,330,30,6,8.6797583081571,11.330635907664284,7.96346006663897,0.821158454125866,1.111456825593383,Low,1
222.0,Meera,18.0,Male,Delhi,28110.0,T00031,P006,1585.0,UPI,2025-05-11,1,234,31,6,6.74468085106383,10.243916237796457,7.368970402194793,-1.5310560619596603,0.18136568577839504,Low,0
945.0,Riya,18.0,Female,Pune,64978.609403115064,T00032,P005,497.0,Debit Card,2025-12-25,0,6,32,5,71.0,11.081828798172632,6.210600077024653,0.3251859007626508,-1.2508413871187323,Low,0
155.0,Aryan,44.0,Male,Ahmedabad,20206.0,T00033,P005,1138.0,Cash,2025-12-12,1,19,33,5,56.9,9.913784358013496,7.037905963447182,-2.3486478087764833,-0.27497893650198424,Low,0
964.0,Vivaan,59.0,Male,Ahmedabad,43419.0,T00034,P003,1584.0,Credit Card,2025-06-28,1,186,34,3,8.470588235294118,10.678675443432283,7.368339686311381,-0.5306230962296027,0.18045663779821308,Low,0
464.0,Diya,49.0,Female,Ahmedabad,74268.0,T00035,P005,195.0,Credit Card,2025-08-10,0,143,35,5,1.3541666666666667,11.215448916185998,5.278114659230517,0.5944947664853633,-2.1171201757877935,Low,0
377.0,Isha,54.0,Male,Delhi,91910.0,T00036,P006,23168.0,Credit Card,2025-05-23,1,222,36,6,103.89237668161435,11.428575996501866,10.050570457237374,1.0099707788190437,5.872244943155485,Low,1
143.0,Meera,46.0,Male,Bangalore,53827.0,T00037,P001,2672.0,Debit Card,2025-06-09,1,205,37,1,12.970873786407767,10.893549056861431,7.890956716138919,-0.0662366228255575,0.9898079933773075,Low,1
969.0,Meera,24.0,Male,Surat,64984.54489020326,T00038,P002,1919.0,Cash,2025-03-07,1,299,38,2,6.3966666666666665,11.081920137841708,7.560080465021827,0.32537236957352866,0.46412181242874323,Low,1
887.0,Kabir,59.0,Female,Mumbai,84044.0,T00039,P002,1697.0,UPI,2025-05-14,1,231,39,2,7.314655172413793,11.339107648667495,7.437206366871292,0.8376315361387937,0.2806408707855059,Low,1
403.0,Kabir,28.0,Male,Surat,38047.0,T00041,P001,1629.0,UPI,2025-12-14,1,17,41,1,90.5,10.546603799490509,7.396335293800808,-0.8257338518292836,0.22095714700015867,Low,0
493.0,Vivaan,42.0,Male,Delhi,64262.0,T00042,P006,2337.0,Debit Card,2025-08-13,1,140,42,6,16.574468085106382,11.070739316920926,7.757051142032013,0.3025224880418231,0.7713477084152872,Low,1
732.0,Aarav,18.0,Male,Mumbai,86842.0,T00043,P002,2780.0,Cash,2025-04-26,1,249,43,2,11.12,11.37185716968755,7.930565854233965,0.9010601542458536,1.0559682517393256,Low,1
718.0,Meera,30.0,Female,Delhi,75016.0,T00044,P005,1382.0,Credit Card,2025-12-25,1,6,44,5,197.42857142857142,11.225470033500107,7.232010331664759,0.6144143628418501,-0.01241874102943485,Low,0
204.0,Meera,23.0,Male,Surat,41959.0,T00045,P006,1534.0,Debit Card,2025-05-17,1,228,45,6,6.698689956331878,10.644472062510234,7.336285660021297,-0.6063314571149008,0.1344621012272381,Low,0
771.0,Isha,32.0,Male,Delhi,93530.0,T00047,P001,1731.0,Cash,2025-08-21,1,132,47,1,13.015037593984962,11.446048211128096,7.4570320891223805,1.0432818578514462,0.30983211882192396,Low,1
860.0,Kabir,29.0,Female,Chennai,72733.0,T00048,P001,1736.0,UPI,2025-04-23,1,252,48,1,6.861660079051384,11.194564229573833,7.459914766241105,0.5528573212534529,0.31408967672416166,Low,1
858.0,Aryan,45.0,Female,Mumbai,20854.0,T00050,P001,1859.0,Credit Card,2025-08-13,1,140,50,1,13.184397163120567,9.945349006631046,7.528331766707247,-2.268211112493186,0.41612408916535726,Low,1
749.0,Aarav,18.0,Female,Bangalore,66717.0,T00051,P006,1253.0,Cash,2025-02-22,1,312,51,6,4.003194888178914,11.108230060564154,7.134093721192866,0.37894753756821087,-0.14660076673014263,Low,0
575.0,Isha,21.0,Female,Surat,72662.0,T00053,P006,302.0,Credit Card,2025-07-03,0,181,53,6,1.6593406593406594,11.193587593114437,5.713732805509369,0.5509061189527638,-1.7396688900684072,Low,0
502.0,Aarav,34.0,Female,Bangalore,45342.0,T00054,P003,393.0,Credit Card,2025-10-07,0,85,54,3,4.569767441860465,10.722011088612783,5.976350909297934,-0.4354135866216969,-1.489539846237332,Low,0
942.0,Riya,22.0,Male,Ahmedabad,72083.0,T00055,P004,297.0,Credit Card,2025-08-28,0,125,55,4,2.357142857142857,11.185587384638161,5.697093486505405,0.5349088502581056,-1.7549229944964146,Low,0
369.0,Vivaan,33.0,Female,Chennai,45184.0,T00056,P001,1247.0,Debit Card,2025-07-06,1,178,56,1,6.966480446927374,10.718520452336056,7.129297548929373,-0.44305323475233543,-0.1530819228364557,Low,0
326.0,Diya,53.0,Female,Kolkata,92082.0,T00058,P003,1469.0,Cash,2025-05-27,1,218,58,3,6.707762557077626,11.430445623229936,7.293017679772782,1.0135406081662395,0.07300925722189594,Low,0
885.0,Aryan,37.0,Male,Mumbai,22911.0,T00059,P004,1656.61268431289,Debit Card,2025-11-04,0,57,59,4,28.56228766056707,10.039416069760373,7.413133704251674,-2.031375948310304,0.2454074462750486,Low,0
707.0,Vivaan,57.0,Female,Kolkata,57504.0,T00061,P006,1902.0,Credit Card,2025-05-31,1,214,61,6,8.846511627906978,10.959627179526683,7.551186867296149,0.07275405604923599,0.4506346356832551,Low,1
139.0,Aryan,48.0,Female,Delhi,80713.0,T00062,P004,1669.1337728642122,Cash,2025-09-20,0,102,62,4,16.205182260817594,11.298667321243991,7.420659005714191,0.7587539135005219,0.256396908557417,Low,1
893.0,Vivaan,18.0,Male,Bangalore,40932.0,T00064,P005,1283.0,Cash,2025-01-09,1,356,64,5,3.5938375350140057,10.619691862671436,7.157735484249907,-0.6614939721092631,-0.11452934783264312,Low,0
236.0,Riya,20.0,Male,Delhi,24499.0,T00066,P003,2299.0,Credit Card,2025-02-23,1,311,66,3,7.368589743589744,10.106428396532818,7.7406644019172415,-1.8652531827485694,0.7451559486981085,Low,1
353.0,Isha,50.0,Female,Mumbai,32183.0,T00067,P003,727.0,Debit Card,2025-03-16,0,290,67,3,2.4982817869415808,10.379224713629624,6.590301048196686,-1.2106775821413853,-0.8301146268850538,Low,0
346.0,Diya,25.0,Female,Chennai,25539.0,T00068,P001,1545.0,Debit Card,2025-04-14,1,261,68,1,5.896946564885496,10.14800112958653,7.343426229147367,-1.7632664681344863,0.14467345892615646,Low,0
910.0,Meera,37.0,Male,Mumbai,68354.0,T00069,P006,2657.0,Debit Card,2025-04-09,1,266,69,6,9.95131086142322,11.132469992366092,7.885329239273191,0.4280680516150405,0.9804659637514181,Low,1
321.0,Aarav,42.0,Female,Kolkata,88497.0,T00070,P003,2019.0,UPI,2025-12-04,1,27,70,3,72.10714285714286,11.390735231870606,7.61085279039525,0.9374415874519872,0.5417462661376535,Low,1
306.0,Diya,19.0,Male,Pune,22869.0,T00071,P001,1056.0,UPI,2025-06-18,1,196,71,1,5.3604060913705585,10.037581287016828,6.963189985870238,-2.03595455242497,-0.3724070543336429,Low,0
698.0,Isha,53.0,Female,Delhi,58467.0,T00072,P005,2948.0,Credit Card,2025-10-04,1,88,72,5,33.12359550561798,10.976234875009183,7.989221408815276,0.10741012645630336,1.1552611413309155,Low,1
310.0,Diya,37.0,Female,Bangalore,78871.0,T00073,P002,2019.0,Credit Card,2025-05-15,1,230,73,2,8.74025974025974,11.275581564254876,7.61085279039525,0.7134498483009389,0.5417462661376535,Low,1
187.0,Aarav,25.0,Male,Chennai,39738.0,T00076,P001,2174.0,Credit Card,2025-08-14,1,139,76,1,15.528571428571428,10.59008835222604,7.684783943522785,-0.7277392983353044,0.6567122448277464,Low,1
859.0,Vivaan,38.0,Male,Ahmedabad,74045.0,T00077,P006,2431.0,Credit Card,2025-11-13,1,48,77,6,49.61224489795919,11.212441800681239,7.796469243086058,0.5885098394095335,0.8348319649993807,Low,1
827.0,Aryan,34.0,Female,Pune,76491.0,T00079,P004,1343.0,Debit Card,2025-06-07,1,207,79,4,6.456730769230769,11.244941439182865,7.203405521083095,0.6530092200880343,-0.05198816207978432,Low,0
766.0,Aryan,46.0,Female,Surat,56212.0,T00080,P002,2665.0,Cash,2025-04-09,1,266,80,2,9.9812734082397,10.936903325858172,7.888334500738654,0.02515529094199352,0.9854531415850518,Low,1
957.0,Isha,58.0,Female,Bangalore,53828.0,T00081,P005,2427.0,Credit Card,2025-12-15,1,16,81,5,142.76470588235293,10.893567634380776,7.794823152179389,-0.06619729741287694,0.832167234156197,Low,1
543.0,Kabir,38.0,Female,Delhi,26102.0,T00083,P002,1284.0,Debit Card,2025-09-13,1,109,83,2,11.672727272727272,10.169805529234134,7.158513997329321,-1.710100968438977,-0.11346973786379615,Low,0
864.0,Meera,20.0,Male,Delhi,46641.0,T00084,P001,1916.0,UPI,2025-08-11,1,142,84,1,13.398601398601398,10.750256701751638,7.558516743045645,-0.3737833139227202,0.4617480568679838,Low,1
439.0,Riya,20.0,Male,Bangalore,71885.0,T00085,P003,725.0,Debit Card,2025-10-15,0,77,85,3,9.294871794871796,11.182836809867954,6.587550014824796,0.5294030911156028,-0.8333218446857946,Low,0
813.0,Aryan,39.0,Female,Kolkata,38070.0,T00086,P006,254.0,Debit Card,2025-09-30,0,92,86,6,2.7311827956989245,10.547208116433715,5.541263545158426,-0.824366367606692,-1.8944782215419427,Low,0
475.0,Diya,57.0,Female,Pune,98069.0,T00087,P006,1600.0,Debit Card,2025-06-19,1,195,87,6,8.16326530612245,11.493436788386367,7.3783837129967145,1.1330671700417143,0.19495160023546457,Low,0
733.0,Aryan,43.0,Male,Delhi,70993.0,T00088,P002,1020.0,Credit Card,2025-01-13,1,352,88,2,2.8895184135977336,11.170350645410277,6.928537818164665,0.5043731619657064,-0.41692496443364024,Low,0
374.0,Kabir,29.0,Female,Delhi,75766.0,T00091,P005,1266.0,Credit Card,2025-04-02,1,273,91,5,4.62043795620438,11.235418120634911,7.144407180321139,0.6341508333124322,-0.13263532331932956,Low,0
167.0,Kabir,39.0,Female,Delhi,72921.0,T00093,P005,674.0,UPI,2025-07-09,0,175,93,5,3.8295454545454546,11.197145655734086,6.51471269087253,0.5580129352230231,-0.9173700628969195,Low,0
151.0,Meera,59.0,Female,Ahmedabad,73006.0,T00095,P004,1667.464319492436,Credit Card,2025-04-11,0,264,95,4,6.29231818676391,11.198310605944295,7.419658913181492,0.5603387305357257,0.2549351417098354,Low,1
305.0,Vivaan,50.0,Female,Delhi,39508.0,T00096,P003,1695.0,Credit Card,2025-04-18,1,257,96,3,6.569767441860465,10.584283773037043,7.4360278163518485,-0.7407728220645832,0.2789105343251741,Low,1
471.0,Meera,52.0,Male,Mumbai,59734.0,T00098,P006,2803.0,UPI,2025-09-26,1,96,98,6,28.896907216494846,10.997673392251324,7.938802248154481,0.15198344077253848,1.0698154921908443,Low,1
905.0,Aarav,59.0,Male,Kolkata,93847.0,T00099,P005,930.0,Cash,2025-10-02,0,90,99,5,10.219780219780219,11.449431731185557,6.836259277277067,1.0497196622744607,-0.5334493486373681,Low,0
938.0,Aryan,45.0,Male,Bangalore,45945.0,T00100,P004,840.0,Credit Card,2025-04-27,0,248,100,4,3.3734939759036147,10.735222072852116,6.734591659972948,-0.40654629030026046,-0.6584880294540382,Low,0
715.0,Riya,40.0,Female,Surat,21150.0,T00101,P004,2031.0,UPI,2025-05-09,1,236,101,4,8.569620253164556,9.959442464680574,7.616775808698373,-2.2324540094240777,0.550871842054572,Low,1
394.0,Riya,18.0,Female,Delhi,66175.0,T00102,P002,1241.0,Debit Card,2025-02-17,1,317,102,2,3.90251572327044,11.100073138428046,7.124478262493424,0.3623665159912023,-0.15958580169909584,Low,0
763.0,Meera,56.0,Female,Kolkata,49375.0,T00104,P004,1570.0,UPI,2025-03-10,1,296,104,4,5.286195286195286,10.807219755162887,7.359467638255621,-0.2505076746723412,0.16768590904389277,Low,0
587.0,Kabir,39.0,Male,Delhi,79638.0,T00105,P002,253.0,UPI,2025-05-24,0,221,105,2,1.1396396396396395,11.28525920159503,5.537334267018537,0.7324659899843909,-1.8979212306330613,Low,0
858.0,Aarav,42.088837835716845,Female,Ahmedabad,92789.0,T00106,P003,22752.0,UPI,2025-10-12,1,80,106,3,280.8888888888889,11.438094154347224,10.032452283817127,1.0281311988822752,5.818213056386118,Low,1
822.0,Vivaan,31.0,Male,Mumbai,29435.0,T00107,P004,1192.0,UPI,2025-02-16,1,318,107,4,3.7366771159874608,10.28997369404649,7.084226422097916,-1.421065080339103,-0.21357602710589565,Low,0
184.0,Diya,47.0,Female,Delhi,98781.0,T00108,P004,552.0,Credit Card,2025-07-23,0,161,108,4,3.4074074074074074,11.500670680903214,6.315358001522335,1.146701055207757,-1.1390713213196615,Low,0
642.0,Meera,33.0,Male,Pune,55247.0,T00109,P002,2488.0,Credit Card,2025-02-08,1,326,109,2,7.608562691131499,10.919587419629774,7.819636302367592,-0.011255655930766632,0.8724621992512409,Low,1
134.0,Aryan,53.0,Male,Mumbai,82752.0,T00110,P005,1857.0,UPI,2025-12-23,1,8,110,5,206.33333333333334,11.323615546358592,7.527255919373784,0.8074871788841549,0.4145048723718599,Low,1
799.0,Isha,40.0,Male,Chennai,43049.0,T00111,P006,1881.0,Debit Card,2025-11-21,1,40,111,6,45.8780487804878,10.670117509855876,7.540090320145325,-0.5495191582098741,0.43385236853516734,Low,1
721.0,Riya,53.0,Female,Surat,88385.0,T00112,P004,2909.0,Debit Card,2025-05-27,1,218,112,4,13.28310502283105,11.389468865042993,7.975908360165538,0.9350052035714225,1.13258544520455,Low,1
560.0,Isha,49.0,Female,Delhi,80160.0,T00113,P002,1115.0,Credit Card,2025-11-21,1,40,113,2,27.195121951219512,11.291792391290778,7.017506142941256,0.7452834176002265,-0.3017767169379374,Low,0
280.0,Riya,21.0,Female,Surat,47663.0,T00114,P003,2939.0,Credit Card,2025-12-02,1,29,114,3,97.96666666666667,10.771931674953063,7.986164860332727,-0.3267164417008759,1.150047753354206,Low,1
797.0,Vivaan,19.0,Female,Chennai,69115.0,T00115,P002,995.0,Cash,2025-06-09,0,205,115,2,4.830097087378641,11.143541531433012,6.903747257584598,0.4504276289813384,-0.4485170661275177,Low,0
579.0,Meera,44.0,Male,Pune,86387.0,T00116,P004,1787.0,Cash,2025-06-27,1,187,116,4,9.50531914893617,11.366604056257303,7.488852955733459,0.8909129278758109,0.35701531411782217,Low,1
464.0,Kabir,38.41615449393088,Female,Ahmedabad,55195.0,T00117,P002,1668.0,Debit Card,2025-06-28,1,186,117,2,8.919786096256685,10.918645765871444,7.419979923661835,-0.013239194925469308,0.25540429743334675,Low,1
285.0,Isha,54.0,Male,Pune,58304.0,T00118,P001,1291.0,UPI,2025-11-26,1,35,118,1,35.861111111111114,10.973443131954433,7.163946684342547,0.10159220485557163,-0.10606922607935709,Low,0
419.0,Kabir,46.0,Female,Surat,58494.0,T00119,P003,2646.0,Credit Card,2025-08-30,1,123,119,3,21.338709677419356,10.976696559481702,7.881182202227102,0.10837196400805227,0.9735907213165336,Low,1
427.0,Aarav,52.0,Male,Mumbai,47350.0,T00120,P006,2996.0,UPI,2025-03-31,1,275,120,6,10.855072463768115,10.765343217715396,8.005367067316664,-0.341002413098825,1.1828719527660567,Low,1
778.0,Vivaan,25.0,Male,Ahmedabad,35305.0,T00121,P002,1725.0,Credit Card,2025-04-25,1,250,121,2,6.872509960159363,10.471808200149228,7.453561871643373,-0.9962196388893805,0.3047112225195195,Low,1
183.0,Kabir,58.0,Male,Ahmedabad,40358.0,T00122,P003,925.0,Cash,2025-04-24,0,251,122,3,3.6706349206349205,10.605569697153653,6.8308742346461795,-0.693048808661834,-0.5401593821658504,Low,0
691.0,Kabir,28.0,Female,Mumbai,20412.0,T00123,P004,828.0,Debit Card,2025-10-04,0,88,123,4,9.303370786516854,9.923927231773584,6.720220155135295,-2.322747265987719,-0.675885886107456,Low,0
305.0,Vivaan,53.0,Male,Chennai,64425.0,T00124,P003,1992.0,Cash,2025-07-11,1,173,124,3,11.448275862068966,11.07327255732482,7.597396320212795,0.30770389799528924,0.5210684928029096,Low,1
781.0,Aryan,52.0,Male,Pune,37955.0,T00125,P002,1077.0,Debit Card,2025-04-06,1,269,125,2,3.988888888888889,10.54418287309365,6.982862751468942,-0.8312136626139117,-0.3469459185062786,Low,0
690.0,Vivaan,41.0,Male,Chennai,27357.0,T00126,P002,136.0,Debit Card,2025-09-25,0,97,126,2,1.3877551020408163,10.21676426964939,4.919980925828125,-1.596356607682715,-2.3956227886949546,Low,0
969.0,Riya,37.0,Male,Kolkata,66959.0,T00129,P006,828.0,UPI,2025-12-08,0,23,129,6,34.5,11.111850705163357,6.720220155135295,0.38629908332979646,-0.675885886107456,Low,0
153.0,Isha,30.0,Female,Kolkata,86234.0,T00130,P003,2324.0,Cash,2025-04-10,1,265,130,3,8.736842105263158,11.364831406725502,7.751475318021456,0.8874864571279514,0.7624224772225324,Low,1
632.0,Kabir,29.0,Male,Pune,83932.0,T00131,P004,175.0,Credit Card,2025-09-22,0,100,131,4,1.7326732673267327,11.337774140510511,5.170483995038151,0.835040344545633,-2.2036890089386714,Low,0
826.0,Riya,24.0,Male,Delhi,79163.0,T00132,P001,817.0,Debit Card,2025-08-11,0,142,132,1,5.713286713286713,11.279276929010871,6.706862336602747,0.7207152613352348,-0.6919957168013269,Low,0
957.0,Aryan,38.50353727849899,Female,Kolkata,80921.0,T00133,P002,1490.0,Debit Card,2025-05-24,1,221,133,2,6.711711711711712,11.301241006744913,7.307202314764738,0.7637921194231413,0.0930758333906051,Low,0
541.0,Riya,22.0,Female,Delhi,64983.17992992541,T00134,P003,1592.0,Cash,2025-02-22,1,312,134,3,5.086261980830671,11.081899133561214,7.373374309910049,0.3253294898834694,0.18771736678441264,Low,0
103.0,Aryan,40.0,Male,Chennai,86703.0,T00135,P001,2716.0,Credit Card,2025-02-08,1,326,135,1,8.305810397553516,11.370255297805896,7.907283609426348,0.8979669702624504,1.016992927222618,Low,1
334.0,Riya,59.0,Female,Delhi,41689.0,T00136,P005,2545.0,UPI,2025-08-11,1,142,136,5,17.797202797202797,10.638016570874843,7.842278779117352,-0.620676519323099,0.90947022978098,Low,1
666.0,Kabir,22.0,Female,Delhi,64982.1198075021,T00137,P001,1338.0,Cash,2025-08-09,1,144,137,1,9.227586206896552,11.08188281988192,7.199678345691172,0.3252961858136669,-0.057121377093427454,Low,0
737.0,Vivaan,28.0,Male,Surat,26801.0,T00138,P001,850.0,UPI,2025-03-17,0,289,138,1,2.9310344827586206,10.196231790580173,6.7464121285733745,-1.6459643339188497,-0.6441273390089616,Low,0
810.0,Riya,26.0,Male,Chennai,43625.0,T00139,P005,1053.0,Debit Card,2025-09-10,1,112,139,5,9.31858407079646,10.683408581878112,6.960347729101308,-0.5201856042016574,-0.37607434345075225,Low,0
487.0,Riya,55.0,Male,Kolkata,21542.0,T00140,P004,1297.0,Credit Card,2025-05-21,1,224,140,4,5.764444444444444,9.977806216778427,7.168579897264035,-2.1860078355376884,-0.09974912635902256,Low,0
777.0,Riya,19.0,Female,Pune,64986.91099145776,T00142,P003,2486.0,Cash,2025-05-16,1,229,142,3,10.808695652173913,11.081956546833663,7.818832443803404,0.32544669716909946,0.8711525168935481,Low,1
298.0,Isha,18.0,Female,Bangalore,77854.0,T00143,P006,316.0,UPI,2025-10-28,0,64,143,6,4.861538461538461,11.262603401275525,5.75890177387728,0.6878926595122858,-1.6979103945967557,Low,0
223.0,Kabir,21.0,Male,Bangalore,55909.0,T00144,P002,1910.0,UPI,2025-12-30,1,1,144,2,955.0,10.93149853402069,7.555381944240273,0.013803410883501534,0.4569924210799359,Low,1
502.0,Aryan,56.0,Male,Pune,35485.0,T00146,P004,272.0,UPI,2025-05-21,0,224,146,4,1.208888888888889,10.476893531483524,5.60947179518496,-0.9845504485270646,-1.8341209184358336,Low,0
571.0,Diya,45.0,Male,Kolkata,23709.0,T00147,P001,1181.0,Cash,2025-05-28,1,217,147,1,5.41743119266055,10.07365217905945,7.074963197966044,-1.9462373892410891,-0.22591743082552898,Low,0
791.0,Meera,56.0,Male,Kolkata,72224.0,T00149,P002,2534.0,Cash,2025-12-14,1,17,149,2,140.77777777777777,11.187541525334437,7.837948916025283,0.538818636180419,0.9023756396577843,Low,1
501.0,Riya,42.0,Male,Surat,53591.0,T00150,P002,1028.0,Cash,2025-04-27,1,248,150,2,4.128514056224899,10.889155082188104,6.9363427358340495,-0.0755418615959044,-0.4069345101213751,Low,0
641.0,Kabir,23.0,Female,Bangalore,87641.0,T00151,P002,784.0,UPI,2025-06-09,0,205,151,2,3.8058252427184467,11.381015614078866,6.665683717782408,0.9187266367327859,-0.7412912609622782,Low,0
644.0,Diya,38.0,Female,Mumbai,40559.0,T00152,P003,302.0,Cash,2025-09-09,0,113,152,3,2.6491228070175437,10.610537638265065,5.713732805509369,-0.6819385671746239,-1.7396688900684072,Low,0
422.0,Aryan,54.0,Male,Delhi,50354.0,T00153,P005,1655.0,Cash,2025-02-16,1,318,153,5,5.1880877742946705,10.826853198082246,7.412160334945205,-0.2083304773481588,0.24398764330851086,Low,0
438.0,Riya,58.0,Male,Pune,72528.0,T00154,P004,1649.0,Debit Card,2025-05-23,1,222,154,4,7.394618834080718,11.191741760864094,7.408530566894626,0.5472173662256838,0.2386964039861556,Low,0
420.0,Kabir,20.0,Female,Surat,39087.0,T00156,P002,570.0,Cash,2025-01-12,0,353,156,2,1.6101694915254237,10.573570793497522,6.3473892096560105,-0.7648658661919193,-1.1042553084663496,Low,0
876.0,Kabir,45.0,Male,Kolkata,81529.0,T00159,P001,2845.0,Debit Card,2025-11-12,1,49,159,1,56.9,11.308726329656956,7.953669778649798,0.7784310942270946,1.0948898583603324,Low,1
685.0,Isha,45.0,Male,Bangalore,47355.0,T00160,P001,968.0,Cash,2025-02-10,0,324,160,1,2.9784615384615383,10.765448806531527,6.876264611890766,-0.34077331850334774,-0.483291735767444,Low,0
327.0,Aarav,53.0,Female,Delhi,40159.0,T00161,P004,2046.0,UPI,2025-05-25,1,220,161,4,9.2579185520362,10.60062675436561,7.624130585661289,-0.7041136910355116,0.5622238081912885,Low,1
419.0,Riya,26.0,Male,Ahmedabad,98752.0,T00162,P003,2136.0,UPI,2025-07-31,1,153,162,3,13.87012987012987,11.500377062048749,7.667158255319148,1.1461480344114017,0.6290932976094934,Low,1
742.0,Riya,52.0,Male,Bangalore,65445.0,T00164,P002,1717.0,UPI,2025-09-13,1,109,164,2,15.60909090909091,11.088980654115193,7.4489161025442,0.33977641212791354,0.2978631635048287,Low,1
733.0,Riya,22.0,Female,Mumbai,70990.0,T00165,P004,2044.0,UPI,2025-01-10,1,355,165,4,5.741573033707865,11.170308387425273,7.623153068476902,0.5042883488944152,0.5607137189013095,Low,1
751.0,Isha,47.0,Male,Mumbai,43793.0,T00166,P003,976.0,Debit Card,2025-01-05,0,360,166,3,2.703601108033241,10.687252100679688,6.884486652042782,-0.511716888567176,-0.47291536736114304,Low,0
436.0,Meera,50.0,Male,Bangalore,81813.0,T00167,P002,2293.0,Debit Card,2025-08-12,1,141,167,2,16.14788732394366,11.312203657090748,7.738052297689316,0.7852245002285488,0.7409916683193037,Low,1
