customer_id,name,age,gender,city,income,transaction_id,product_id,amount,payment_mode,date
470.0,Kabir,41.0,Male,Delhi,83335.0,T00030,P006,2873.0,Credit Card,2025-02-04
222.0,Meera,18.0,Male,Delhi,28110.0,T00031,P006,1585.0,UPI,2025-05-11
945.0,Riya,18.0,Female,Pune,,T00032,P005,497.0,Debit Card,2025-12-25
155.0,Aryan,44.0,Male,Ahmedabad,20206.0,T00033,P005,1138.0,Cash,2025-12-12
964.0,Vivaan,59.0,Male,Ahmedabad,43419.0,T00034,P003,1584.0,Credit Card,2025-06-28
464.0,Diya,49.0,Female,Ahmedabad,74268.0,T00035,P005,195.0,Credit Card,2025-08-10
377.0,Isha,54.0,Male,Delhi,91910.0,T00036,P006,23168.0,Credit Card,2025-05-23
143.0,Meera,46.0,Male,Bangalore,53827.0,T00037,P001,2672.0,Debit Card,2025-06-09
969.0,Meera,24.0,Male,Surat,,T00038,P002,1919.0,Cash,2025-03-07
887.0,Kabir,59.0,Female,Mumbai,84044.0,T00039,P002,1697.0,UPI,2025-05-14
362.0,Vivaan,45.0,Female,Ahmedabad,89163.0,T00040,,1463.0,,2025-10-13
403.0,Kabir,28.0,,Surat,38047.0,T00041,P001,1629.0,UPI,2025-12-14
493.0,Vivaan,42.0,Male,,64262.0,T00042,P006,2337.0,Debit Card,2025-08-13
732.0,Aarav,18.0,Male,Mumbai,86842.0,T00043,P002,2780.0,Cash,2025-04-26
718.0,Meera,30.0,Female,Delhi,75016.0,T00044,P005,1382.0,Credit Card,2025-12-25
204.0,Meera,23.0,Male,Surat,41959.0,T00045,P006,1534.0,Debit Card,2025-05-17
115.0,Kabir,54.0,Female,Delhi,33545.0,T00046,P003,783.0,Credit Card,
771.0,Isha,32.0,Male,,93530.0,T00047,P001,1731.0,Cash,2025-08-21
860.0,Kabir,29.0,Female,Chennai,72733.0,T00048,P001,1736.0,UPI,2025-04-23
720.0,,,Male,Bangalore,46736.0,T00049,P003,101.0,UPI,2025-05-10
858.0,Aryan,45.0,Female,Mumbai,20854.0,T00050,P001,1859.0,Credit Card,2025-08-13
749.0,Aarav,18.0,Female,Bangalore,66717.0,T00051,P006,1253.0,Cash,2025-02-22
634.0,Isha,43.0,Male,Chennai,46309.0,,P006,1539.0,UPI,
575.0,Isha,21.0,Female,Surat,72662.0,T00053,P006,302.0,Credit Card,2025-07-03
502.0,Aarav,34.0,Female,Bangalore,45342.0,T00054,P003,393.0,Credit Card,2025-10-07
942.0,Riya,22.0,Male,Ahmedabad,72083.0,T00055,P004,297.0,Credit Card,2025-08-28
369.0,Vivaan,33.0,Female,Chennai,45184.0,T00056,P001,1247.0,Debit Card,2025-07-06
732.0,Vivaan,23.0,Female,Kolkata,71663.0,T00057,P006,1894.0,Debit Card,
326.0,Diya,53.0,Female,Kolkata,92082.0,T00058,P003,1469.0,Cash,2025-05-27
885.0,Aryan,37.0,Male,Mumbai,22911.0,T00059,P004,,Debit Card,2025-11-04
695.0,Isha,58.0,Male,Kolkata,91295.0,T00060,P004,2698.0,Credit Card,
707.0,Vivaan,57.0,Female,Kolkata,57504.0,T00061,P006,1902.0,Credit Card,2025-05-31
139.0,Aryan,48.0,Female,Delhi,80713.0,T00062,P004,,Cash,2025-09-20
870.0,Aryan,33.0,Male,Mumbai,,,P005,980.0,Debit Card,2025-01-02
893.0,Vivaan,18.0,Male,Bangalore,40932.0,T00064,P005,1283.0,Cash,2025-01-09
185.0,Kabir,58.0,Female,Ahmedabad,62642.0,,P005,2963.0,UPI,2025-07-27
236.0,Riya,20.0,Male,,24499.0,T00066,P003,2299.0,Credit Card,2025-02-23
353.0,Isha,50.0,Female,Mumbai,32183.0,T00067,P003,727.0,Debit Card,2025-03-16
346.0,Diya,25.0,Female,Chennai,25539.0,T00068,P001,1545.0,Debit Card,2025-04-14
910.0,Meera,37.0,Male,Mumbai,68354.0,T00069,P006,2657.0,Debit Card,2025-04-09
321.0,Aarav,42.0,Female,Kolkata,88497.0,T00070,P003,2019.0,UPI,2025-12-04
306.0,Diya,19.0,Male,Pune,22869.0,T00071,P001,1056.0,UPI,2025-06-18
698.0,Isha,53.0,Female,Delhi,58467.0,T00072,P005,2948.0,Credit Card,2025-10-04
310.0,Diya,37.0,Female,Bangalore,78871.0,T00073,P002,2019.0,Credit Card,2025-05-15
809.0,Aryan,20.0,Female,Ahmedabad,90271.0,T00074,,2835.0,Credit Card,2025-01-22
561.0,Diya,47.0,,Mumbai,99909.0,,P002,,UPI,2025-12-31
187.0,Aarav,25.0,Male,Chennai,39738.0,T00076,P001,2174.0,Credit Card,2025-08-14
859.0,Vivaan,38.0,Male,Ahmedabad,74045.0,T00077,P006,2431.0,Credit Card,2025-11-13
549.0,,36.0,Female,Pune,76835.0,T00078,P003,646.0,Debit Card,2025-07-11
827.0,Aryan,34.0,Female,Pune,76491.0,T00079,P004,1343.0,,2025-06-07
766.0,Aryan,46.0,Female,Surat,56212.0,T00080,P002,2665.0,Cash,2025-04-09
957.0,Isha,58.0,Female,Bangalore,53828.0,T00081,P005,2427.0,Credit Card,2025-12-15
268.0,Kabir,48.0,Male,Chennai,86235.0,,P003,1092.0,UPI,2025-04-26
543.0,Kabir,38.0,Female,Delhi,26102.0,T00083,P002,1284.0,Debit Card,2025-09-13
864.0,Meera,20.0,Male,Delhi,46641.0,T00084,P001,1916.0,UPI,2025-08-11
439.0,Riya,20.0,Male,Bangalore,71885.0,T00085,P003,725.0,Debit Card,2025-10-15
813.0,Aryan,39.0,Female,Kolkata,38070.0,T00086,P006,254.0,Debit Card,2025-09-30
475.0,Diya,57.0,Female,Pune,98069.0,T00087,P006,1600.0,Debit Card,2025-06-19
733.0,Aryan,43.0,Male,,70993.0,T00088,P002,1020.0,Credit Card,2025-01-13
,,24.0,Female,Delhi,90316.0,T00089,P003,952.0,UPI,2025-11-17
647.0,Kabir,25.0,Male,Ahmedabad,26655.0,,P001,499.0,UPI,
374.0,Kabir,29.0,Female,Delhi,75766.0,T00091,P005,1266.0,Credit Card,2025-04-02
892.0,Riya,51.0,Female,Delhi,98657.0,,P001,1923.0,Debit Card,2025-08-03
167.0,Kabir,39.0,Female,,72921.0,T00093,P005,674.0,UPI,2025-07-09
,Vivaan,39.0,Female,Delhi,75609.0,T00094,P006,2717.0,Cash,2025-12-08
151.0,Meera,59.0,Female,Ahmedabad,73006.0,T00095,P004,,Credit Card,2025-04-11
305.0,Vivaan,50.0,Female,Delhi,39508.0,T00096,P003,1695.0,Credit Card,2025-04-18
772.0,Vivaan,22.0,Male,Pune,74021.0,T00097,,976.0,UPI,2025-12-16
471.0,Meera,52.0,Male,Mumbai,59734.0,T00098,P006,2803.0,UPI,2025-09-26
905.0,Aarav,59.0,Male,Kolkata,93847.0,T00099,P005,930.0,Cash,2025-10-02
938.0,Aryan,45.0,Male,Bangalore,45945.0,T00100,P004,840.0,Credit Card,2025-04-27
715.0,Riya,40.0,Female,Surat,21150.0,T00101,P004,2031.0,UPI,2025-05-09
394.0,Riya,18.0,Female,,66175.0,T00102,P002,1241.0,Debit Card,2025-02-17
753.0,Meera,,Male,Ahmedabad,65543.0,T00103,P005,996.0,Cash,
763.0,Meera,56.0,Female,Kolkata,49375.0,T00104,P004,1570.0,UPI,2025-03-10
587.0,Kabir,39.0,Male,Delhi,79638.0,T00105,P002,253.0,UPI,2025-05-24
858.0,Aarav,,Female,Ahmedabad,92789.0,T00106,P003,22752.0,UPI,2025-10-12
822.0,Vivaan,31.0,Male,Mumbai,29435.0,T00107,P004,1192.0,UPI,2025-02-16
184.0,Diya,47.0,Female,Delhi,98781.0,T00108,P004,552.0,Credit Card,2025-07-23
642.0,Meera,33.0,Male,Pune,55247.0,T00109,P002,2488.0,Credit Card,2025-02-08
134.0,Aryan,53.0,Male,Mumbai,82752.0,T00110,P005,1857.0,UPI,2025-12-23
799.0,Isha,40.0,Male,Chennai,43049.0,T00111,P006,1881.0,,2025-11-21
721.0,Riya,53.0,Female,Surat,88385.0,T00112,P004,2909.0,Debit Card,2025-05-27
560.0,Isha,49.0,Female,Delhi,80160.0,T00113,P002,1115.0,Credit Card,2025-11-21
280.0,Riya,21.0,Female,Surat,47663.0,T00114,P003,2939.0,Credit Card,2025-12-02
797.0,Vivaan,19.0,Female,Chennai,69115.0,T00115,P002,995.0,Cash,2025-06-09
579.0,Meera,44.0,,Pune,86387.0,T00116,P004,1787.0,Cash,2025-06-27
464.0,Kabir,,Female,Ahmedabad,55195.0,T00117,P002,1668.0,Debit Card,2025-06-28
285.0,Isha,54.0,Male,Pune,58304.0,T00118,P001,1291.0,UPI,2025-11-26
419.0,Kabir,46.0,Female,Surat,58494.0,T00119,P003,2646.0,Credit Card,2025-08-30
427.0,Aarav,52.0,Male,Mumbai,47350.0,T00120,P006,2996.0,UPI,2025-03-31
778.0,Vivaan,25.0,Male,Ahmedabad,35305.0,T00121,P002,1725.0,Credit Card,2025-04-25
183.0,Kabir,58.0,Male,Ahmedabad,40358.0,T00122,P003,925.0,Cash,2025-04-24
691.0,Kabir,28.0,Female,Mumbai,20412.0,T00123,P004,828.0,Debit Card,2025-10-04
305.0,Vivaan,53.0,Male,Chennai,64425.0,T00124,P003,1992.0,Cash,2025-07-11
781.0,Aryan,52.0,Male,Pune,37955.0,T00125,P002,1077.0,,2025-04-06
690.0,Vivaan,41.0,Male,Chennai,27357.0,T00126,P002,136.0,Debit Card,2025-09-25
119.0,Kabir,30.0,Male,Kolkata,63286.0,T00127,P003,2364.0,Debit Card,
566.0,Kabir,,Female,Kolkata,75069.0,T00128,,1396.0,,2025-03-03
969.0,Riya,37.0,,Kolkata,66959.0,T00129,P006,828.0,UPI,2025-12-08
153.0,Isha,30.0,Female,Kolkata,86234.0,T00130,P003,2324.0,Cash,2025-04-10
632.0,Kabir,29.0,Male,Pune,83932.0,T00131,P004,175.0,Credit Card,2025-09-22
826.0,Riya,24.0,Male,Delhi,79163.0,T00132,P001,817.0,,2025-08-11
957.0,Aryan,,Female,Kolkata,80921.0,T00133,P002,1490.0,Debit Card,2025-05-24
541.0,Riya,22.0,Female,,,T00134,P003,1592.0,Cash,2025-02-22
103.0,Aryan,40.0,Male,Chennai,86703.0,T00135,P001,2716.0,Credit Card,2025-02-08
334.0,Riya,59.0,Female,,41689.0,T00136,P005,2545.0,UPI,2025-08-11
666.0,Kabir,22.0,Female,Delhi,,T00137,P001,1338.0,Cash,2025-08-09
737.0,Vivaan,28.0,Male,Surat,26801.0,T00138,P001,850.0,UPI,2025-03-17
810.0,Riya,26.0,Male,Chennai,43625.0,T00139,P005,1053.0,Debit Card,2025-09-10
487.0,Riya,55.0,Male,Kolkata,21542.0,T00140,P004,1297.0,Credit Card,2025-05-21
500.0,Vivaan,57.0,Male,Chennai,59081.0,,P003,1516.0,Cash,2025-10-10
777.0,Riya,19.0,Female,Pune,,T00142,P003,2486.0,Cash,2025-05-16
298.0,Isha,18.0,Female,Bangalore,77854.0,T00143,P006,316.0,UPI,2025-10-28
223.0,Kabir,21.0,Male,Bangalore,55909.0,T00144,P002,1910.0,UPI,2025-12-30
903.0,,56.0,Male,Delhi,45289.0,T00145,P001,1981.0,Debit Card,2025-01-19
502.0,Aryan,56.0,Male,Pune,35485.0,T00146,P004,272.0,UPI,2025-05-21
571.0,Diya,45.0,Male,Kolkata,23709.0,T00147,P001,1181.0,Cash,2025-05-28
,Aryan,45.0,Male,Surat,77799.0,T00148,P001,928.0,Cash,2025-12-27
791.0,Meera,56.0,Male,Kolkata,72224.0,T00149,P002,2534.0,Cash,2025-12-14
501.0,Riya,42.0,Male,Surat,53591.0,T00150,P002,1028.0,Cash,2025-04-27
641.0,Kabir,23.0,Female,Bangalore,87641.0,T00151,P002,784.0,UPI,2025-06-09
644.0,Diya,38.0,Female,Mumbai,40559.0,T00152,P003,302.0,Cash,2025-09-09
422.0,Aryan,54.0,Male,Delhi,50354.0,T00153,P005,1655.0,Cash,2025-02-16
438.0,Riya,58.0,Male,Pune,72528.0,T00154,P004,1649.0,Debit Card,2025-05-23
722.0,,48.0,Male,Delhi,72736.0,T00155,,1496.0,Debit Card,2025-02-23
420.0,Kabir,20.0,Female,Surat,39087.0,T00156,P002,570.0,Cash,2025-01-12
960.0,Diya,27.0,Female,Mumbai,30975.0,T00157,P004,2931.0,Credit Card,
,Meera,29.0,Male,Bangalore,43959.0,T00158,P004,767.0,Credit Card,2025-01-08
876.0,Kabir,45.0,Male,Kolkata,81529.0,T00159,P001,2845.0,Debit Card,2025-11-12
685.0,Isha,45.0,Male,Bangalore,47355.0,T00160,P001,968.0,Cash,2025-02-10
327.0,Aarav,53.0,Female,Delhi,40159.0,T00161,P004,2046.0,UPI,2025-05-25
419.0,Riya,26.0,Male,Ahmedabad,98752.0,T00162,P003,2136.0,UPI,2025-07-31
,Aryan,30.0,Female,Bangalore,55547.0,T00163,P005,2899.0,Debit Card,2025-02-15
742.0,Riya,52.0,Male,Bangalore,65445.0,T00164,P002,1717.0,UPI,2025-09-13
733.0,Riya,22.0,Female,Mumbai,70990.0,T00165,P004,2044.0,UPI,2025-01-10
751.0,Isha,47.0,Male,Mumbai,43793.0,T00166,P003,976.0,,2025-01-05
436.0,Meera,50.0,Male,Bangalore,81813.0,T00167,P002,2293.0,Debit Card,2025-08-12
802.0,Diya,28.0,Female,Pune,82292.0,T00168,P003,162.0,Cash,2025-08-05
207.0,Kabir,39.0,Male,Delhi,26970.0,T00169,P002,2942.0,Debit Card,2025-06-26
453.0,Isha,30.0,Male,Surat,40384.0,,P001,1733.0,UPI,2025-04-15
929.0,Vivaan,52.0,Male,Surat,28702.0,T00171,P001,484.0,Credit Card,2025-11-07
287.0,Isha,23.0,Female,Mumbai,,T00172,P001,2100.0,Debit Card,2025-07-16
965.0,,48.0,Female,Bangalore,29860.0,T00173,P003,1993.0,UPI,2025-09-16
297.0,Riya,40.0,Male,Delhi,43524.0,T00174,P005,2824.0,Credit Card,2025-07-21
872.0,Vivaan,27.0,Male,Delhi,73330.0,T00175,P003,1268.0,,2025-03-26
221.0,Kabir,31.0,Female,Chennai,58765.0,T00176,P004,2148.0,UPI,2025-02-20
206.0,Vivaan,30.0,Female,Chennai,77091.0,T00177,P002,1569.0,,2025-10-15
974.0,Meera,51.0,Male,Surat,561870.0,T00178,P002,2242.0,Cash,2025-03-13
398.0,Diya,56.0,Male,Chennai,34489.0,T00179,P006,349.0,Debit Card,2025-06-11
448.0,Aarav,20.0,Female,Surat,52049.0,T00180,P005,367.0,Cash,2025-02-23
911.0,,22.0,Female,Delhi,44285.0,T00181,P001,862.0,UPI,2025-11-09
277.0,Isha,34.0,Female,Chennai,73871.0,,P003,2914.0,Cash,2025-10-30
,Riya,40.0,Female,,64238.0,T00183,P002,1352.0,UPI,2025-12-07
803.0,Isha,31.0,Female,Mumbai,57441.0,T00184,P004,2222.0,UPI,2025-04-13
537.0,Vivaan,55.0,Male,Mumbai,85215.0,T00185,P004,863.0,Debit Card,
335.0,Aarav,55.0,Male,Ahmedabad,75393.0,T00186,P004,2945.0,Debit Card,2025-12-01
927.0,Isha,44.0,Male,Pune,81886.0,T00187,P004,2117.0,Debit Card,2025-11-04
140.0,Aryan,55.0,Female,Bangalore,76800.0,T00188,P004,1458.0,Credit Card,2025-01-30
508.0,Riya,59.0,Male,Surat,63088.0,T00189,P006,2280.0,Debit Card,2025-10-12
983.0,Aryan,21.0,Male,Chennai,75479.0,T00190,P003,1453.0,Debit Card,2025-09-30
580.0,Aarav,37.0,Female,Kolkata,93477.0,T00191,P001,2200.0,Cash,2025-07-24
140.0,Diya,28.0,Female,Surat,26254.0,T00192,P001,860.0,Cash,
,Meera,33.0,Male,Chennai,91774.0,T00193,P005,2094.0,Cash,2025-01-08
478.0,Riya,,Male,Pune,61240.0,T00194,P002,1987.0,,2025-07-14
962.0,Aryan,44.0,Male,Delhi,89724.0,T00195,P004,771.0,UPI,2025-03-02
933.0,Vivaan,36.0,Male,Kolkata,77108.0,T00196,P001,1128.0,Cash,2025-04-02
406.0,Aryan,,Male,Chennai,56668.0,T00197,P003,2681.0,Credit Card,2025-11-22
629.0,Kabir,18.0,Female,Ahmedabad,36907.0,T00198,P002,2493.0,Credit Card,2025-02-15
554.0,Meera,51.0,Female,Delhi,43624.0,T00199,,2941.0,Debit Card,2025-09-06
,Aryan,39.0,Male,Bangalore,30478.0,T00200,P006,1179.0,Cash,2025-12-16
398.0,Aarav,34.0,,Delhi,84291.0,T00201,P006,1380.0,Credit Card,2025-01-08
729.0,Isha,52.0,Male,Pune,70428.0,T00202,,,Cash,
603.0,Aarav,,Female,Kolkata,28717.0,T00203,P002,573.0,Cash,2025-01-28
791.0,Aarav,40.0,Female,Kolkata,87661.0,T00204,P005,,Credit Card,
760.0,Riya,31.0,Male,Surat,35034.0,T00205,,1435.0,Credit Card,2025-01-07
220.0,Riya,20.0,Male,Surat,38030.0,T00206,P006,1018.0,Cash,2025-08-26
198.0,Aryan,35.0,Female,Pune,54674.0,T00207,P001,1315.0,UPI,2025-04-29
578.0,Diya,54.0,Female,Pune,30267.0,T00208,P004,813.0,Debit Card,2025-02-08
296.0,Diya,34.0,Female,Mumbai,26229.0,T00209,P003,225.0,UPI,2025-10-27
329.0,Vivaan,42.0,Female,Surat,23596.0,T00210,P004,2172.0,Cash,2025-03-09
986.0,Diya,27.0,Female,Chennai,,T00211,P003,332.0,Credit Card,2025-04-19
119.0,Vivaan,35.0,Female,Chennai,46734.0,T00212,P001,2375.0,UPI,2025-04-21
981.0,Vivaan,39.0,Female,Delhi,99905.0,T00213,P004,722.0,Credit Card,2025-09-21
567.0,Aarav,57.0,Female,Mumbai,43275.0,T00214,P001,2742.0,UPI,2025-02-11
668.0,Vivaan,58.0,Male,Chennai,80004.0,T00215,P004,1641.0,UPI,2025-06-29
915.0,Diya,43.0,Male,Ahmedabad,68447.0,T00216,P006,1861.0,Cash,2025-11-11
944.0,Vivaan,23.0,Male,Delhi,23812.0,T00217,P005,1412.0,UPI,2025-05-30
583.0,Diya,38.0,Female,Delhi,21605.0,T00218,P003,,Cash,2025-04-22
495.0,Riya,21.0,Female,,97149.0,T00219,P003,2990.0,,2025-11-14
700.0,Meera,47.0,Male,Mumbai,33918.0,T00220,P001,2970.0,Debit Card,2025-05-17
543.0,Diya,20.0,Male,Surat,44818.0,T00221,P006,2690.0,Credit Card,2025-02-09
,Riya,54.0,Female,Ahmedabad,96323.0,T00222,P002,1019.0,Credit Card,
458.0,Aryan,23.0,Male,Surat,61427.0,T00223,P004,1855.0,Debit Card,2025-03-16
570.0,Vivaan,21.0,Female,Kolkata,20117.0,T00224,P002,1729.0,Debit Card,2025-03-03
661.0,Aryan,19.0,Male,Chennai,20846.0,T00225,P002,2862.0,UPI,2025-01-26
982.0,Aryan,22.0,Male,Delhi,26469.0,T00226,P002,1533.0,Debit Card,
538.0,Meera,21.0,Female,Bangalore,,T00227,,324.0,Debit Card,
660.0,Vivaan,29.0,Female,Kolkata,87584.0,T00228,P005,2237.0,Debit Card,2025-05-22
102.0,Aarav,55.0,Female,Chennai,21828.0,T00229,P005,2017.0,UPI,2025-05-19
345.0,Riya,53.0,Female,Chennai,67362.0,T00230,P006,1001.0,Cash,2025-06-27
943.0,Aarav,27.0,Female,Mumbai,29865.0,T00231,P003,2319.0,UPI,2025-01-13
701.0,Meera,57.0,Male,Surat,54387.0,T00232,P004,420.0,Cash,2025-11-15
999.0,Aarav,54.0,Male,Pune,39216.0,T00233,P005,2924.0,Debit Card,2025-02-07
447.0,Aryan,52.0,Male,Delhi,62078.0,T00234,P006,1704.0,Credit Card,2025-11-14
152.0,Riya,31.0,Male,,87444.0,T00235,P002,475.0,Debit Card,2025-05-17
171.0,Kabir,51.0,Male,Ahmedabad,93698.0,T00236,P001,1670.0,UPI,2025-01-01
381.0,Aarav,57.0,Male,Surat,56159.0,T00237,P006,1955.0,,2025-12-15
681.0,Vivaan,,Male,Chennai,61832.0,T00238,P006,1352.0,Cash,
419.0,Aarav,47.0,Female,Mumbai,35524.0,T00239,P006,2152.0,UPI,2025-12-05
724.0,Aarav,31.0,Female,Ahmedabad,40611.0,T00240,P002,700.0,Credit Card,2025-08-25
197.0,Aryan,59.0,Female,Pune,63303.0,T00241,P004,1963.0,Cash,2025-10-22
746.0,Aarav,57.0,Female,Mumbai,59711.0,T00242,P004,2569.0,Debit Card,2025-12-19
968.0,Vivaan,40.0,Male,Bangalore,38574.0,T00243,P003,1092.0,Debit Card,
901.0,Vivaan,34.0,Male,Bangalore,54016.0,T00244,P003,602.0,Debit Card,2025-11-05
170.0,Diya,57.0,Male,Chennai,24018.0,T00245,P002,2070.0,UPI,2025-07-17
518.0,Aarav,23.0,Male,Kolkata,44519.0,T00246,P002,,Cash,2025-01-15
115.0,Kabir,46.0,Female,Surat,25408.0,T00247,P005,2135.0,,2025-08-19
467.0,Diya,44.0,Male,Mumbai,71356.0,T00248,P001,2697.0,Credit Card,2025-04-07
513.0,Meera,54.0,Male,Kolkata,,T00249,P006,1050.0,,2025-10-16
440.0,Aryan,21.0,Female,Mumbai,39029.0,T00250,P005,1957.0,Cash,2025-01-10
658.0,Kabir,22.0,Male,,63872.0,T00251,P003,1241.0,Debit Card,2025-10-21
609.0,Isha,30.0,Male,Mumbai,43710.0,T00252,P002,914.0,Debit Card,2025-08-16
322.0,Kabir,41.0,Male,Ahmedabad,84435.0,T00253,P005,2162.0,Debit Card,2025-06-06
115.0,Vivaan,25.0,Male,Chennai,84772.0,T00254,P002,2194.0,Debit Card,2025-11-20
664.0,Aryan,29.0,Male,Pune,237560.0,T00255,P006,229.0,Credit Card,2025-04-05
198.0,Isha,53.0,Male,Mumbai,91315.0,T00256,P005,110.0,UPI,2025-09-11
305.0,Kabir,27.0,Female,Pune,96325.0,T00257,P001,811.0,UPI,2025-01-23
209.0,Meera,43.0,Female,Delhi,96077.0,T00258,P004,462.0,UPI,2025-08-06
173.0,Isha,30.0,Male,Surat,93319.0,T00259,P006,1084.0,Cash,2025-04-21
637.0,Riya,57.0,Female,Kolkata,47306.0,T00260,P003,455.0,Debit Card,2025-11-20
163.0,Isha,22.0,Male,Mumbai,80279.0,T00261,P001,1963.0,UPI,2025-05-07
395.0,Meera,59.0,Male,Chennai,47632.0,T00262,P003,703.0,Debit Card,2025-10-14
142.0,Aarav,26.0,Male,Delhi,64327.0,T00263,P005,2926.0,UPI,2025-09-14
315.0,Vivaan,54.0,Male,Surat,56244.0,T00264,P002,1745.0,Credit Card,2025-07-01
891.0,Aryan,40.0,Male,Pune,39256.0,T00265,P004,1954.0,UPI,2025-02-24
552.0,Aryan,57.0,Female,Chennai,83374.0,T00266,P002,2808.0,UPI,2025-11-05
656.0,Meera,26.0,Female,Bangalore,77545.0,,P002,2460.0,Credit Card,2025-04-27
554.0,Isha,,Female,Pune,33224.0,T00268,P002,674.0,UPI,2025-09-01
974.0,Aryan,42.0,Female,Pune,93509.0,T00269,P001,485.0,Cash,2025-07-29
337.0,Meera,44.0,Female,Kolkata,77761.0,T00270,P004,2494.0,Cash,2025-01-17
585.0,Isha,41.0,Female,Mumbai,87526.0,,P002,1303.0,Debit Card,2025-07-17
721.0,Vivaan,41.0,Male,Kolkata,66240.0,T00272,P005,2324.0,Debit Card,2025-10-12
,Isha,39.0,Male,Ahmedabad,,T00273,P005,2303.0,Credit Card,2025-02-18
796.0,,24.0,Male,Mumbai,90480.0,T00274,P002,1207.0,Cash,2025-12-27
763.0,Isha,,Female,Bangalore,72853.0,T00275,P001,441.0,Credit Card,2025-03-04
904.0,Diya,57.0,Female,Mumbai,40806.0,T00276,P002,1892.0,Credit Card,2025-08-12
792.0,Kabir,30.0,Female,Chennai,61949.0,T00277,P003,2362.0,Credit Card,2025-07-30
802.0,Riya,49.0,Female,Chennai,22717.0,T00278,P004,2432.0,Credit Card,2025-11-01
501.0,Kabir,46.0,Male,Pune,,T00279,P001,2165.0,Cash,2025-09-14
673.0,Isha,31.0,Female,Delhi,58258.0,T00280,P001,293.0,,2025-04-23
,,47.0,Male,Surat,58565.0,T00281,P006,1046.0,Debit Card,2025-11-15
841.0,Aryan,21.0,Male,Chennai,75168.0,T00282,P001,154.0,UPI,2025-12-25
295.0,Meera,20.0,Male,Ahmedabad,98623.0,T00283,P006,,Debit Card,2025-06-11
336.0,Kabir,50.0,Female,Pune,46399.0,T00284,P005,1301.0,Cash,2025-12-15
594.0,Vivaan,25.0,Female,Ahmedabad,96534.0,T00285,P004,1958.0,Cash,2025-09-12
642.0,Vivaan,25.0,Female,Chennai,76373.0,T00286,P001,,Cash,2025-08-27
575.0,Meera,54.0,Female,Pune,92258.0,T00287,P001,1387.0,Cash,2025-10-18
115.0,Diya,49.0,Male,Pune,51821.0,T00288,P004,1411.0,Debit Card,2025-04-30
,Meera,33.0,Male,Surat,74771.0,T00289,P003,264.0,Credit Card,2025-07-01
645.0,Meera,38.0,Male,Chennai,86358.0,T00290,,1043.0,UPI,2025-01-07
